	mean (BMI)	std (BMI)	mean (DT-Disorder Duration Yrs)	std (DT-Disorder Duration Yrs)	mean (DT-IND BDL CMD)	std (DT-IND BDL CMD)	mean (DT-IND OCD CMD)	std (DT-IND OCD CMD)	mean (DT-IND depression CMD)	std (DT-IND depression CMD)	mean (DT-IND others)	std (DT-IND others)	mean (DT-IND prev spec int wo eff)	std (DT-IND prev spec int wo eff)	mean (DT-num prev routes)	std (DT-num prev routes)	mean (EDEQ-bodyshape)	std (EDEQ-bodyshape)	mean (EDEQ-eating)	std (EDEQ-eating)	mean (EDEQ-weight)	std (EDEQ-weight)	mean (Lav-Dissatisfaction body)	std (Lav-Dissatisfaction body)	mean (Lav-Negative appraisal body)	std (Lav-Negative appraisal body)	mean (Lav-Unfamiliarity with body)	std (Lav-Unfamiliarity with body)	mean (MHCSF-Emotional Well-being)	std (MHCSF-Emotional Well-being)	mean (MHCSF-Psychological Well-being)	std (MHCSF-Psychological Well-being)	mean (MHCSF-Social Well-being)	std (MHCSF-Social Well-being)	mean (Age)	std (Age)	mean (SQ48-Agoraphobia)	std (SQ48-Agoraphobia)	mean (SQ48-Anxiety)	std (SQ48-Anxiety)	mean (SQ48-Cognitive Complaints)	std (SQ48-Cognitive Complaints)	mean (SQ48-Depression)	std (SQ48-Depression)	mean (SQ48-Hostility)	std (SQ48-Hostility)	mean (SQ48-Social phobia)	std (SQ48-Social phobia)	mean (SQ48-Somatic Complaints)	std (SQ48-Somatic Complaints)	mean (SQ48-Vitality)	std (SQ48-Vitality)	mean (SQ48-Work related complaints)	std (SQ48-Work related complaints)
GMLVQ-AN-1	18.939446302855192	2.5518231053847944	10.30479105174609	2.0637594803121933	0.017606072831402877	0.035067821059372825	0.08114927627925086	0.01750792393566095	0.18875244595732832	0.05007593733514122	0.5386673618288766	0.034175203596171176	0.5262227502371414	0.015805316956701464	1.533833939784612	0.13435640728229042	4.241342618269394	0.220987420170083	3.2725250835874773	0.07010270754721507	4.0054194420895435	0.07724980151505613	15.359954677280967	0.5040148758589322	16.55669987790154	0.6031489431893164	20.782681509401918	0.6490661671619582	2.1705114364015565	0.0882507395365171	2.121742652996552	0.15108158498685872	1.757556420259074	0.08561641024426882	24.663861566553077	0.8687952167645199	3.4187751861690807	0.15652698104421897	14.996883565493338	0.6635815263597467	11.986145881796617	0.500854008275019	13.777938353659987	0.789019825336387	4.547511446278196	0.05672696465687474	12.652313291628783	0.24205650678949392	11.595638326403385	0.5266840353688335	12.912819501431695	0.3074280097053769	8.352505180258879	0.17054184843423342
LGMLVQ2-AN-1	16.50968338422654	0.693070404800696	5.786560970467244	0.2853627587631019	0.03278901485076342	0.010945300737353031	0.08265637601972611	0.005769899822397675	0.22671068696652377	0.07765983669006854	0.5252079726405429	0.07062960782775189	0.46869043391004983	0.027840671644507584	1.516163105576061	0.10636601625598316	4.305294914309911	0.07437918893447314	3.0841407937933796	0.45418476050078316	3.902265566165783	0.1071116861846693	14.427183800719547	0.44481450724787996	16.62272438219038	1.087882950437954	20.682816918844892	0.642564693649244	1.9584879171200058	0.11647273544059222	2.100038627172191	0.05183736750986371	1.8762901080201473	0.047447581192203665	25.71371380159028	0.37711446407373106	3.729016128886054	0.1327599518897223	14.642261066261545	0.4530105962811391	12.507241866121737	0.41556341211975456	14.063674684450117	0.23738662038357244	4.379653807946954	0.13744656457612453	12.982935520828054	0.4255162458738015	12.666818467096698	1.9828021552108452	13.191489465528752	0.5175256523324867	8.14583820473959	0.11693347981659355
GMLVQ-AN-2	17.29123505448998	2.49633863962907	6.5834691668237415	3.2872100104151207	0.0010066093947958044	0.03132572911059115	0.0801128331473738	0.014953746075822625	0.16587185143537206	0.077301598779506	0.5748055304247145	0.03610075945677993	0.5088568536285929	0.02551658742490533	1.4538037705114415	0.1338146364699236	4.342957029951293	0.11138740121285218	3.2807305347758557	0.0299140394060447	4.020724113411026	0.05031921154044142	14.765290375254576	0.61350544674703	16.763104758951282	0.5332349399994332	20.395126699809502	0.3063791363268904	2.14269525488874	0.08679113278543935	2.0735258110069408	0.12463911506287563	1.8282562464883807	0.12086073590083617	25.87326306058017	1.2858579720341088	3.604293041325625	0.1512810334688282	15.117917993692718	0.4219631669825574	12.227072586344656	0.46000270417071426	14.087601728241415	0.5745740867379031	4.381307412399847	0.24561163021578092	12.247285601421265	0.17160324730916982	11.582954623623626	0.383455247982475	13.023731919118003	0.2122118567477301	8.322273692341817	0.17478799130239545
LGMLVQ2-AN-2	17.394474219449542	1.563433282021123	5.29660930945891	1.258932221008941	0.027323342529639694	0.004526328656315362	0.08285867659841287	0.003300498665363876	0.1662446112623085	0.06836169234893609	0.5907738213116344	0.06255324529384128	0.5087153216018494	0.01601541661599052	1.3989765936930612	0.14483223982096113	4.438150642822956	0.09339362884607975	3.358404556383224	0.3799101813663206	4.0477291744108745	0.12393586380929533	14.566372811699512	0.47196037172035676	17.27132106789812	0.5823359401071221	19.95915041744843	0.2743288073163133	2.053181936037319	0.06254760790317127	2.1293028495432758	0.08826246602752141	1.8600652058137939	0.05939046677297634	26.75776931283343	0.29480502924225305	3.651909687011288	0.19620465400867754	15.1413554937326	0.13580715058394802	12.373600141048842	0.4793101280544459	13.973874154545934	0.35442501132775633	4.452277764074475	0.14438912077305424	12.407799632879705	0.3038600321844302	10.966429138045289	1.490729282511609	12.885791100973098	0.38820525901797087	8.40893705019656	0.10192293237720225
GMLVQ-AN-3	18.616354975722697	1.1680134567676261	5.2400049936879025	3.2100986465922317	0.016414681426368483	0.03886567764854318	0.07507121604265636	0.009571687270897434	0.1697574373102866	0.09072041667479003	0.5892174442789684	0.03582807398372051	0.49644257689402044	0.014724480472977204	1.409480845333015	0.1389218945886419	4.449863375572792	0.14045208956872207	3.248043545518719	0.07922600101287984	3.9569155578815325	0.09382093472629843	14.426704299370865	0.13871838395601332	17.166090517823033	0.4160534443936739	20.295336717089153	0.8974341224971549	2.110742305108837	0.042293528975963834	2.094291776433257	0.13826846880317778	1.848984960389259	0.09504919746945485	25.96915641971101	1.4186277928729611	3.600505772221639	0.17124870759799626	15.254717937075148	0.3964709202293756	12.377290756514332	0.26655222681135865	13.86294329589441	0.9147004743030529	4.357300370319531	0.16007522988857764	12.359651771630622	0.09818884746213291	11.337059431587118	0.6678937217614114	13.023158235926548	0.21325853177375967	8.458034494897351	0.252154495017026
LGMLVQ2-AN-3	16.725694446868623	2.1733192133348753	6.262131010619307	1.122519383198847	0.027799602929202166	0.010614784226347502	0.07744464186160212	0.002118668082889505	0.16755262986346517	0.048208584075230466	0.5807661317430327	0.06422421632854822	0.493514075008813	0.02189923723713771	1.380332655769326	0.17557518228503036	4.3695208295679135	0.06228487034158476	3.470769116782035	0.2850527829608658	3.9435050506180955	0.11140325252648067	14.311661526682835	0.302938053234656	17.344382810071107	0.8982998920919885	20.05000608324054	0.4914703706621282	2.0806165916150166	0.10215352316387488	2.1301679967804272	0.03733012835613257	1.8413406546225104	0.03200828662775936	26.07334735086265	0.5448337136756284	3.641500937483034	0.13630698405869182	15.21805003149922	0.1780821891074925	12.296417430653154	0.246155762326465	14.029230735129351	0.39544067209187367	4.387713357774752	0.11193213312167855	12.56394414639922	0.31574273736923686	11.059112419067906	1.552690843455542	13.044685961364124	0.5861065412856965	8.343457302704161	0.2140782634262881
GMLVQ-BED-1	32.940320351489255	0.9441117163151492	13.405331476739647	1.085737814704433	0.026394300029054213	0.012487373577455451	0.023246452586314588	0.006316978880989674	0.07139402620368569	0.01290273569824444	0.523943441987452	0.003994637867507834	0.38378171152356144	0.011890766669637438	2.108513642902885	0.034920583704357265	4.524002043756613	0.11553000089782527	3.426013741242193	0.01655497657543681	4.035100803404048	0.025191614492541117	15.480316026985477	0.11883331585303855	23.188500234110684	0.33770608825495674	16.738476268941163	0.23467165870841378	2.548515406431424	0.04342128808343679	2.2374724717045775	0.06493810338144822	1.8591926192299453	0.0636707799936799	36.13513676887524	0.8109341577333432	2.28514962931555	0.029001949579732275	11.420058710125394	0.1890977626682535	10.885763389295647	0.06024760645455367	12.09392481415673	0.2984968869614263	4.948665569052055	0.04113714823802459	10.91540948583374	0.04240085856796804	6.975581771821254	0.1726683231387277	11.9405508600763	0.030858696006113625	7.135904221979357	0.07416185750028075
LGMLVQ2-BED-1	38.19436885630942	2.591894293546524	15.77930503112061	1.6537758090826722	0.03193349915967444	0.008778410152841136	-0.0002783716896577235	0.0009501553772478802	0.18252432160812931	0.03977617412353461	0.4838359144815286	0.04373224207238533	0.32815980454263693	0.028747624958737523	2.1457914613036615	0.09778489150101434	4.536615618898775	0.04110170028518895	3.292264872613933	0.1180442652852043	4.09885551954265	0.03308291144900346	15.09006590395633	0.08234080558551998	23.995212390182115	0.17654382647766595	17.54378993370987	0.2629237106929928	2.5143368194429776	0.11735841676590907	2.403140370159506	0.01832402961101632	1.825644502404451	0.10086692957082208	35.530158596823455	0.9928309464992613	2.49726900826084	0.21821478764148386	12.208421382873459	0.12936890297515358	11.684128612123757	0.17596696606501555	10.759101473408435	0.10940229612380331	4.922432554149505	0.2150451409953537	10.58249531868552	0.2803783059988871	5.864623456424566	0.9125883769211586	12.156718375138267	0.16122376181735007	7.436896931132532	0.08692458313050004
GMLVQ-BED-2	39.95484259791088	0.9824379820982002	17.224898972112047	0.7640477580320272	0.02506202477584054	0.007577255906539863	0.008350852219386385	0.004587222882079805	0.2047629579484727	0.012630866057234862	0.4734858894354675	0.006388019214436339	0.341536299860842	0.010777689006515104	2.217387041117158	0.0563386304997102	4.481848150114648	0.048036076572393865	3.1826826291143044	0.041353223779361806	3.986464133339885	0.03787747627295437	15.841362797905969	0.08276896300824486	23.62133198607476	0.28732266785659777	17.81451489635478	0.08829051853337817	2.6004916870175805	0.026129988997597182	2.3587766515126787	0.03379747058175048	1.8067419013951926	0.042521533045073924	34.39759153734564	0.5091129105550584	2.3003397208729597	0.1101954235539064	12.055673683351802	0.25498509347398984	11.285940275116483	0.07092217432913064	10.644131794702469	0.2880757910042689	5.012610032654935	0.034461326968713124	10.908769115126523	0.04687135351395428	6.3673926977420425	0.0566471408067475	12.013683439602085	0.024053853181296457	7.5085660277583886	0.09534200151702166
LGMLVQ2-BED-2	37.971297957153	2.5718184356268954	15.042439190597005	1.5374385398130859	0.027051144508804432	0.008528633645739362	-0.00013970611573713986	0.001055671926129997	0.16221771677274366	0.03597361102083539	0.5184489446469914	0.041201397462280964	0.32488954849876406	0.026739862014431962	2.2104933433270437	0.09610627650459574	4.502065387176463	0.04654688003896148	3.2531187389179856	0.1185564881416353	4.092543273504691	0.028783964093194645	15.08847867027074	0.07943618135380014	24.354426510807038	0.19914006575167054	17.613691117892188	0.2622357715144957	2.4889319065029634	0.11966461409830662	2.375224579646217	0.017279774890304744	1.8629443376699968	0.10011172369443562	35.096977912442185	0.9254755172435414	2.471944917211272	0.24247423436072216	12.103205187782342	0.08494283846494252	11.660892559843138	0.15657945242444393	10.853098638818524	0.11418832700772673	4.791069238206637	0.1747699087832846	10.551838535721977	0.2799075753050693	6.009660853781385	0.9530823101235877	12.186217298029751	0.13416039354662862	7.368304209208958	0.12582924169255447
GMLVQ-BN-1	25.06261853824106	2.0040256024818657	9.103652145035316	0.4247316784309159	0.03671144914634525	0.016759413326225134	0.004955821439182167	0.01591106750491278	0.12901358826084888	0.09772433749507516	0.5436608756369339	0.015264210635096788	0.21906782344656966	0.025198352297059405	1.2776354827035972	0.06899194550743407	5.113126286910088	0.1865320593607604	3.9753218467264673	0.022980016248599452	4.254142889539218	0.057193497428205425	14.485815444898629	0.4131842680158307	21.606654825255543	0.8373889493021955	16.07678620004638	0.4907751074025625	2.371696646978055	0.14005789038367353	2.506117264379255	0.0560028205103937	2.4661192228500495	0.15435010025430493	29.37869541247297	1.1309583699631236	3.5367620709756578	0.4678652785732306	13.924684956895206	0.741643096713109	11.521775850896	0.5964338997751901	12.670180058129137	0.5363472839839559	5.229171416088157	0.10044678582315734	11.994829581693079	0.2141851279404601	9.074914828509343	0.6143213282820909	10.294992391652618	0.333735093088053	9.602238500336203	0.12895074527539216
LGMLVQ2-BN-1	23.958289514347022	1.0472681858126989	11.590442701471401	1.558190736896463	0.09217036516354685	0.009264160113303109	0.00048768957462382717	0.0006438532992062347	0.1452278266175357	0.015621782537879636	0.47079025230778326	0.0737020949383629	0.22898227973518398	0.025557512899281987	1.2279561536292487	0.05941196488138623	5.026255606457217	0.08040886110845906	4.056555879945955	0.0669369073121212	4.4384699843325945	0.08056535688459729	14.221829278951878	0.16600169259187128	22.626147998114334	0.9138962688163258	15.987181721418995	0.34384278865961393	2.263315132381023	0.1114803743885661	2.6992025888130025	0.054077113106445786	2.3423440409909	0.05245988533178691	29.200871409232956	0.6732892250630672	3.454107567973229	0.320078911223103	13.949964469690826	0.271969012516974	11.514842943635557	0.18793586463861137	11.933998969433691	0.41821238266499516	5.3350588278563205	0.2691165934610446	11.74145534668581	0.3362035565475402	8.051388065777436	0.7637002194360109	10.566253003324363	0.17216949095517503	9.888965580680267	0.3157595430028918
GMLVQ-BN-2	23.663553793837277	1.995912388462737	9.729486302401066	0.8432993309321298	0.03776424935660809	0.016339885455271576	-0.001154792607865069	0.014721481279219434	0.061715338458288194	0.08661983722522455	0.5732716935821698	0.013867206505427112	0.25317225476282157	0.010126159929068441	1.3491128683160682	0.05857153814468085	5.299840329161492	0.2004376804916876	4.003678385114711	0.03280933370234729	4.3423795919699995	0.08150483057332307	14.160948895337546	0.3520597906893424	21.673060272058866	0.47271033989261013	15.850284171088749	0.49135337918502425	2.3733946109429658	0.13841455635140285	2.6148218860407906	0.08727810080336723	2.273419444632899	0.08703903109640759	27.8567913239218	0.4118916529378031	3.6173549206314375	0.38662499839478726	13.861715022303224	0.7170102171795728	11.369643216569225	0.5362487450677981	12.22192029605419	0.5531807204916851	5.173836281830955	0.06255651674016136	11.767968205535535	0.3192514196784208	8.824540867076276	0.43547792726108786	10.42889434940438	0.36841995183964577	9.738079373051585	0.09007645818198526
LGMLVQ2-BN-2	23.3933283698319	0.9843606571973066	9.687350669731464	1.6130442475382214	0.08704166604156696	0.009742829934959264	0.0001176561814377114	0.0009683011939763686	0.1125744023720487	0.020054617047172683	0.6002691713406263	0.07249111311392864	0.21805206247441716	0.023059162619811432	1.2104556076110355	0.050403800880139446	4.913967818399029	0.09810701488873468	3.9917266392627715	0.072311526145232	4.401465158656299	0.05934079395408746	14.27835442258631	0.13097742572773752	20.5579682406778	0.9689511228897326	16.58988632290123	0.3253840701387725	2.303660100663383	0.1118060066738301	2.5703646809466734	0.07775899384096781	2.4551781150653333	0.08143604647332126	27.75245311066677	0.7499205755417759	3.4178008414507404	0.3213780084607054	14.249520055501998	0.2631555445889353	11.534897904697685	0.17503148967961893	12.843283165347714	0.4876309787896486	5.4194658834877725	0.25567648131421467	12.088373627252427	0.22521519728945333	9.336061425911762	0.7609697559356634	10.621417139365912	0.15706918607360904	9.429407117250193	0.26561504296470634
GMLVQ-OED-1	22.17529578273595	0.2248805029555448	12.165850602353737	0.3854120535821781	-0.01568147640557984	0.006383313955348608	-0.010058517277636873	0.003537143585901318	0.2674970237170228	0.006559795046005581	0.5031041398226678	0.008411393755129904	0.2007579118455905	0.0071600899494438704	1.349783483309127	0.029417662516133914	3.724905650200764	0.06084058185612389	2.882089501633687	0.013493064298669161	3.646410457786235	0.016104027507346748	13.249972605905773	0.08624816665320066	17.780276413876976	0.06661818116406935	18.58369362135857	0.2020507573050913	2.5086365310848526	0.02889523660509848	2.5557630659786694	0.03581955239158385	2.2885523867723494	0.021076166992049044	30.458205001274838	0.2507081097159921	3.415803817484817	0.06843361659071114	14.749410917288412	0.16821278627945066	11.875643989387788	0.10609667250436514	10.963804141108008	0.23578789985034931	3.2181212074915293	0.03370184454158054	10.472950752958965	0.08309222477340794	9.75969058838527	0.18190080954932553	11.710704941382994	0.1025084249674456	8.82824164246633	0.06893045470432961
LGMLVQ2-OED-1	21.74295699508528	0.09254428991891499	10.567471956165473	0.17037232574175812	0.02962134373966584	0.0033982373686893873	-9.486090874179717e-05	0.00024002387085999725	0.16368134029454162	0.005920402974374653	0.4911296371885065	0.005877782098070095	0.24505655853965336	0.005006464770863484	1.358387130127338	0.039328345541111136	4.01669350422175	0.018355989255319224	2.929145020680506	0.01592103825666007	3.606746879000164	0.013563583989227449	12.85696324556611	0.07710827263777521	17.79158835467048	0.12224711223246874	17.939943753003984	0.12398036852698188	2.4319035880599564	0.012479415710841754	2.550693272915956	0.018203186335899638	2.1975627522583236	0.005884142562759208	29.394831033231988	0.1596582767188943	3.544296403251109	0.034103787784172314	14.203559962189484	0.05205548272723475	11.364246220303826	0.06843047818955744	10.834061017130683	0.06671386062378896	3.3979238748057505	0.05439911852836018	10.516407688693713	0.05434249504060664	9.93838736281026	0.07351392196183291	11.542601294633815	0.04619374890285708	8.6008744396356	0.05698717082728824
GMLVQ-Others-1	17.412265605774873	0.6287217802471758	10.84150094325167	0.289631761460773	0.10772104139532854	0.019297402522841803	-0.022175955451050573	0.002696241732099423	0.35331766282214616	0.01152769897899696	0.7904850683040067	0.00633116207149387	0.6511256186864028	0.005446458737067683	2.345475779058277	0.03138868338596677	4.581118756832592	0.06519789779026328	3.352636350795458	0.04137628835706808	4.566473116344293	0.04717131286088288	13.518919895926334	0.2617195934062654	20.664510772974772	0.1839208622286478	20.740575425343206	0.19026187416962018	1.274575228886627	0.03571008110495289	1.5417766566085116	0.0281326994509864	1.3536057098651244	0.03755156814742908	27.904775213023576	0.4132530308417246	5.30262571137437	0.12093592549848253	17.743429303957733	0.16052209966192466	15.348189023096953	0.16699122526268573	14.732664859610546	0.23321796091324576	5.420427527889874	0.08226273126443097	11.776856670807817	0.16721825273611907	12.170520626345688	0.19073177173428685	16.055904227607353	0.06765208520654448	9.251519697433977	0.07226865319312828
LGMLVQ2-Others-1	19.016225716270082	0.11378746046159455	10.705652218007334	0.02644084167179239	0.12071456865201435	0.0005886514484458905	-7.217956810013845e-05	0.0003361533773001728	0.39480008474154793	0.002090321109896102	0.7973555026963118	0.005950965169979219	0.7055224770613437	0.0014419016647406592	2.3705717668409627	0.004983400017923105	4.618565449953214	0.006652124003371941	3.4312928616628953	0.0038421470326210753	4.411374817115783	0.004993858442689753	14.228429090710316	0.012970377969288233	19.730987675721195	0.042747720905515006	19.907714572499604	0.04563640200438536	1.4170387068529782	0.004912855260611418	1.5624897747431319	0.0021828833642808395	1.2901630629537408	0.004428358472465191	28.105542340873956	0.05268387296232874	4.822343671085004	0.015075757741347527	17.245474224007715	0.011931340827696922	14.759399621041842	0.016308012753624184	15.435073460768857	0.049964731669200006	5.644575239582337	0.017406242950004883	12.489890018131982	0.014503949338356364	12.584813761412693	0.04192471841987957	15.805793860178607	0.010788553335370614	9.040590089939249	0.03213118338489396
