mean (BMI)	std (BMI)	mean (DT-Disorder Duration Yrs)	std (DT-Disorder Duration Yrs)	mean (DT-IND BDL CMD)	std (DT-IND BDL CMD)	mean (DT-IND OCD CMD)	std (DT-IND OCD CMD)	mean (DT-IND depression CMD)	std (DT-IND depression CMD)	mean (DT-IND others)	std (DT-IND others)	mean (DT-IND prev spec int wo eff)	std (DT-IND prev spec int wo eff)	mean (DT-num prev routes)	std (DT-num prev routes)	mean (Lav-Dissatisfaction body)	std (Lav-Dissatisfaction body)	mean (Lav-Negative appraisal body)	std (Lav-Negative appraisal body)	mean (Lav-Unfamiliarity with body)	std (Lav-Unfamiliarity with body)	mean (MHCSF-Emotional Well-being)	std (MHCSF-Emotional Well-being)	mean (MHCSF-Psychological Well-being)	std (MHCSF-Psychological Well-being)	mean (MHCSF-Social Well-being)	std (MHCSF-Social Well-being)	mean (Age)	std (Age)	mean (SQ48-Agoraphobia)	std (SQ48-Agoraphobia)	mean (SQ48-Anxiety)	std (SQ48-Anxiety)	mean (SQ48-Cognitive Complaints)	std (SQ48-Cognitive Complaints)	mean (SQ48-Depression)	std (SQ48-Depression)	mean (SQ48-Hostility)	std (SQ48-Hostility)	mean (SQ48-Social phobia)	std (SQ48-Social phobia)	mean (SQ48-Somatic Complaints)	std (SQ48-Somatic Complaints)	mean (SQ48-Vitality)	std (SQ48-Vitality)	mean (SQ48-Work related complaints)	std (SQ48-Work related complaints)
17.152124840108485	2.7337315847930976	5.230789536615291	3.145220825709658	0.02269124055559144	0.016285857923982724	0.07669477436742406	0.019495723287329125	0.20608175380138533	0.04552684662228906	0.6142565013808279	0.2203587086169551	0.4407669714423995	0.07356954071668073	1.3653856476867365	0.04484170559881243	14.828020223952663	1.1420866239800358	16.766028393185564	1.9681241101850566	20.292746445964205	1.4899423325170562	2.132100788956715	0.07956755617534306	2.020719049825846	0.11148235558768214	1.8727178799121043	0.1068015533997836	26.212193698459494	0.8584325214639649	3.7978908281811217	0.17988734846064977	15.689377435492043	0.6276494333585475	12.204653807797985	0.6716272854244982	13.783317978489453	0.701264133471495	4.175294423170888	0.4420877685183577	12.012041895455969	0.6057180557256945	11.961805611338068	0.5305396438331075	13.07880929703407	0.27884295050483043	8.158367374441967	0.2679771109070417
16.85747306524335	3.395778036787777	6.817539332728091	0.8999663106312007	0.023823971974806662	0.03569094782814244	0.07759767531828911	0.009078941636825063	0.18656673046065447	0.03402007252788093	0.5614629727472294	0.05267111177028239	0.49346730480764006	0.05805049082564531	1.339202233956703	0.10052503133012859	14.178567005267684	0.4369735099654156	16.183333776415775	1.2955670270013329	19.944103791551136	0.25777614353497835	2.091980606754305	0.12550592964401375	2.143451295084456	0.10399278963124434	1.8835156323984559	0.07699228635090087	25.754070123614962	0.9977547421550591	3.593736488838713	0.23433620940267783	15.219021084748869	0.3987964585885577	12.202472253981693	0.0828715908552503	13.421513574038375	1.4971363142469476	4.3002967314364495	0.32374122695149604	12.236470956926986	0.5470229232869803	11.524942907491843	1.3361042493340556	13.124536470414148	0.2092078726989146	8.191702539084158	0.3348864728422317
17.227858258417267	1.8805165819840453	5.380456299381489	3.221516534290202	0.04543497247819101	0.01952271703052935	0.08436558185671157	0.015041206252480916	0.198899567477269	0.04151648184798036	0.5954463102753427	0.21736730930947054	0.46830543571324784	0.07850913741374131	1.439569728450033	0.03133868120532096	15.009533647303533	1.1369131434103166	16.292562089191126	1.5715853257074122	20.294427147523038	1.8498072134724068	2.1377392389721313	0.07751383854851773	1.9780571962355953	0.08270774564826912	1.8150755068334958	0.10883458132678825	25.82292685488435	0.9319375938035505	3.586679781376758	0.10050230910702615	15.33591374418663	0.44722164123247377	12.006412732883216	0.4955232612762637	13.642810837610657	0.7127726450781696	4.197050395625751	0.3719899759800779	12.041776729630818	0.40755108629593656	12.203646039047017	0.5750873224625217	12.914126659024884	0.2308279457054238	8.395732523732475	0.2600861463891169
16.10880017529292	4.182408943409151	6.002816871372957	1.4000744356003023	0.04518114687991866	0.02426995975390547	0.08254688910219565	0.004827775887408358	0.15985816814229706	0.043757145993988035	0.6003558177118077	0.04191700234635195	0.53905476258966	0.05105908831165624	1.4168287762334995	0.07998460362297587	14.414725229723581	0.4078875375343116	17.03349286753182	1.5756966626943234	20.021171114325448	0.6502639257224115	2.0154584451878206	0.0878678055166996	2.0619621703025617	0.12899477897748157	1.9077642368982215	0.09787402579686791	25.84262743194821	1.1888850610125625	3.526143830790992	0.15033733963325954	15.29305552228214	0.335057119591717	12.121286657336224	0.1495067429768108	14.525504131392466	1.2314711772276012	4.558360463865824	0.3137120724216824	12.561699948999376	0.599307891592129	11.937323213246533	1.2804491616990468	13.028490200462613	0.3312754350191496	8.019279779286567	0.3302328979034215
14.8455150006824	3.6505057809142385	6.162720420503958	2.1453956996074868	0.028431444006737194	0.009162194521935929	0.08303241328632885	0.014278914530686956	0.16678825955281323	0.06468230022935854	0.5174699344046045	0.18914089519749536	0.5364483610846188	0.09969904724344478	1.40007884553361	0.04528605902661811	14.642851344608406	0.4186010177391954	16.367572449274743	1.004633331891622	20.23878455136623	1.07170118418995	2.088098619686295	0.025413621250472952	2.0108753627218663	0.06973412297311869	1.8320897334723014	0.09372231551717958	26.243995427344306	0.729577379720436	3.6341465387165615	0.1589842768966514	14.728728336744524	0.6476347978179003	11.755716922111386	0.555710422564894	14.267521796416954	0.5620453627158034	4.5056000857281235	0.4406936850914147	12.516891215424124	0.2683444377502646	11.828925332161115	0.43670274849201096	12.79190878815144	0.080294879140585	8.004496592922491	0.36046926090812326
16.251677672567507	4.249669037707173	5.710846826186354	1.0652798349207477	0.0412746747150485	0.03515181013688973	0.08264558692614435	0.009365121102206064	0.1695817384597754	0.03248344738502391	0.5894580570563072	0.03940001658093321	0.5335681635001153	0.055317240988919075	1.4108710658501302	0.09171732390732415	14.466887166879422	0.3169602266580971	16.865065219682187	1.5700999123534742	20.09952710424118	0.406339535681444	2.0148837570306015	0.13610393705632862	2.084890059457824	0.10655274420255778	1.887351336022799	0.09360206095154722	25.757776825830877	1.1941086253554165	3.4815809606381904	0.2811327774266833	15.176644042341598	0.18529979445443684	12.214250857294683	0.147541555230622	14.173350819482788	1.2806348422943983	4.521870024736519	0.3773985029862406	12.580119751089361	0.637357259380353	11.91023880604287	1.4490316484474295	13.081973119103854	0.3029301468809412	8.08759577944421	0.30492455321571665
34.68908630209984	2.152679789021889	15.864689396751896	2.5485963928719286	0.02948710854267219	0.016094603214315648	0.012991701417890597	0.012150194125264507	0.08177695850988916	0.08973336889195797	0.4577592554787843	0.033359044319298335	0.39941029487048463	0.059033880509881474	1.9850653381509473	0.08209602662833651	15.586486908401222	0.5388055377663039	23.64174751267508	0.6676352007322107	17.288324397129823	0.6238661063604195	2.503812709297754	0.061702875388852094	2.4701409443856712	0.09183212672033683	1.7069778101078092	0.10362528494573758	34.73888810850777	0.697037020173926	2.2096701881593237	0.3985455384693929	11.055875807532791	1.116822998893753	11.260217310372667	0.22460488395808312	11.803188865123467	1.4451809002625835	5.537457493967603	0.7487691379582604	11.036825902988062	0.5273344463087997	6.0735768316255045	0.38195042052715883	12.174167276604637	0.16576758970277686	7.104176176092179	0.540306189798249
38.79743662168655	2.4477827485635193	16.32655016540388	0.9497151213106036	0.03833772914637967	0.014078695666098777	0.0005914268279847916	0.003117601126669902	0.1788927170811786	0.046983009537627955	0.49074249804917863	0.011263696689929843	0.30247111998919646	0.012322946107197837	1.9285881069109607	0.045317133333415666	15.197223485637263	0.1624674450729494	24.731201888528304	1.9705642618263208	17.59783677927667	0.4219924503885111	2.594368613262639	0.21280872178288818	2.3962462963607876	0.15397485474702943	1.8037502113221666	0.04342660397332213	35.28501176479058	1.2690652265590077	2.497264712991257	0.11456654665180242	12.048559804374456	0.5082126881263729	11.672576782020124	0.7226785042737187	10.347885185212279	0.8431857794822707	5.084958823754141	0.312193868078332	10.596432930220098	0.21476127244420398	5.856579297071748	0.2808841450273917	12.262099202577385	0.20633536110803083	7.455597147525426	0.4337629682225272
37.18574601272096	1.1230236316743452	15.462637486115122	3.0455724036548446	0.024805036130660183	0.01157252952600756	0.006890998994298901	0.00903413215847164	0.1054962808423738	0.09317891585778286	0.45777356295835	0.047719209315552166	0.3969229940542961	0.04638537448265295	2.0304597141362346	0.14648687844464497	15.400698230277694	0.7939003576980116	23.76271479011149	0.9194427118333232	17.291007662813875	1.038598682605814	2.525202225745878	0.05178093908829001	2.458973195858253	0.06499201825854721	1.7563962741864345	0.06676356129392684	35.103994631893656	1.3147779959275532	2.2221737642576835	0.4984567584117707	11.451623644871617	1.3499011955565614	11.503135069527545	0.10121914995331188	11.419125344970361	1.6594326332760232	5.342684521626779	0.648453652713241	10.972216921702962	0.7719254831087886	5.985541130987384	0.18653458006275017	12.254251964238751	0.21764488887679115	7.2120769140880245	0.6261872782078493
37.701167565869135	2.626609595372334	15.827063064748717	1.0545127409222266	0.037067284547965984	0.016961228217296467	0.0005532215023813153	0.0011729237121426417	0.18538739182032868	0.05183610801070739	0.49143929504962236	0.015421482511630363	0.3179706575868259	0.01606919928841758	1.8950912255351633	0.04449748510281938	15.174214202097522	0.11117582390483528	24.88004916305305	2.0653233769136308	17.71614311761124	0.5057481370866628	2.4971301101389005	0.210220318762308	2.3778283190717326	0.15805761774768906	1.8004783292631195	0.060421817934295845	35.30186042085997	1.4504594755795477	2.456153685788667	0.14658294940642466	12.160577240432344	0.5170888877899971	12.080746608383357	0.8602629431270216	10.778318521344682	0.8450206688295469	4.920726964591282	0.2756289825328062	10.596415526245575	0.25099472962586505	5.94774178205071	0.4133219031592477	12.234855049828719	0.22594722107290982	7.743326738856631	0.4887153101208978
